id,year,state,state_po,candidate,party,candidatevotes,totalvotes,pct
2,1976,ALABAMA,AL,"FORD, GERALD",REP,504070,1182850,0.4261
103,1980,ALABAMA,AL,"REAGAN, RONALD",REP,654192,1341929,0.4875
205,1984,ALABAMA,AL,"REAGAN, RONALD",REP,872849,1441713,0.6054
307,1988,ALABAMA,AL,"BUSH, GEORGE H.W.",REP,815576,1378476,0.5917
409,1992,ALABAMA,AL,"BUSH, GEORGE H.W.",REP,804283,1688060,0.4765
511,1996,ALABAMA,AL,"DOLE, ROBERT",REP,769044,1534349,0.5012
613,2000,ALABAMA,AL,"BUSH, GEORGE W.",REP,941173,1666272,0.5648
715,2004,ALABAMA,AL,"BUSH, GEORGE W.",REP,1176394,1883415,0.6246
818,2008,ALABAMA,AL,"MCCAIN, JOHN",REP,1266546,2099819,0.6032
920,2012,ALABAMA,AL,"ROMNEY, MITT",REP,1255925,2074338,0.6055
1022,2016,ALABAMA,AL,"TRUMP, DONALD J.",REP,1318255,2123372,0.6208
1128,2020,ALABAMA,AL,"TRUMP, DONALD J.",REP,1441170,2323282,0.6203
3,1976,ALASKA,AK,"FORD, GERALD",REP,71555,123574,0.579
105,1980,ALASKA,AK,"REAGAN, RONALD",REP,86112,158445,0.5435
207,1984,ALASKA,AK,"REAGAN, RONALD",REP,138377,207605,0.6665
309,1988,ALASKA,AK,"BUSH, GEORGE H.W.",REP,119251,200116,0.5959
411,1992,ALASKA,AK,"BUSH, GEORGE H.W.",REP,102000,258506,0.3946
513,1996,ALASKA,AK,"DOLE, ROBERT",REP,122746,241620,0.508
615,2000,ALASKA,AK,"BUSH, GEORGE W.",REP,167398,285560,0.5862
717,2004,ALASKA,AK,"BUSH, GEORGE W.",REP,190889,312598,0.6107
820,2008,ALASKA,AK,"MCCAIN, JOHN",REP,193841,326197,0.5942
922,2012,ALASKA,AK,"ROMNEY, MITT",REP,164676,300495,0.548
1024,2016,ALASKA,AK,"TRUMP, DONALD J.",REP,163387,318608,0.5128
1130,2020,ALASKA,AK,"TRUMP, DONALD J.",REP,189951,359530,0.5283
5,1976,ARIZONA,AZ,"FORD, GERALD",REP,418642,742719,0.5637
107,1980,ARIZONA,AZ,"REAGAN, RONALD",REP,529688,873945,0.6061
209,1984,ARIZONA,AZ,"REAGAN, RONALD",REP,681416,1025897,0.6642
311,1988,ARIZONA,AZ,"BUSH, GEORGE H.W.",REP,702541,1171873,0.5995
413,1992,ARIZONA,AZ,"BUSH, GEORGE H.W.",REP,572086,1486975,0.3847
516,1996,ARIZONA,AZ,"DOLE, ROBERT",REP,622073,1404405,0.4429
617,2000,ARIZONA,AZ,"BUSH, GEORGE W.",REP,781652,1532016,0.5102
719,2004,ARIZONA,AZ,"BUSH, GEORGE W.",REP,1104294,2012585,0.5487
822,2008,ARIZONA,AZ,"MCCAIN, JOHN",REP,1230111,2293475,0.5364
924,2012,ARIZONA,AZ,"ROMNEY, MITT",REP,1233654,2299254,0.5365
1026,2016,ARIZONA,AZ,"TRUMP, DONALD J.",REP,1252401,2573165,0.4867
1132,2020,ARIZONA,AZ,"TRUMP, DONALD J.",REP,1661686,3387326,0.4906
8,1976,ARKANSAS,AR,"FORD, GERALD",REP,267903,767535,0.349
109,1980,ARKANSAS,AR,"REAGAN, RONALD",REP,403164,837582,0.4813
211,1984,ARKANSAS,AR,"REAGAN, RONALD",REP,534774,884406,0.6047
313,1988,ARKANSAS,AR,"BUSH, GEORGE H.W.",REP,466578,827738,0.5637
416,1992,ARKANSAS,AR,"BUSH, GEORGE H.W.",REP,337324,950653,0.3548
518,1996,ARKANSAS,AR,"DOLE, ROBERT",REP,325416,884262,0.368
619,2000,ARKANSAS,AR,"BUSH, GEORGE W.",REP,472940,921781,0.5131
721,2004,ARKANSAS,AR,"BUSH, GEORGE W.",REP,572898,1054945,0.5431
824,2008,ARKANSAS,AR,"MCCAIN, JOHN",REP,638017,1086617,0.5872
926,2012,ARKANSAS,AR,"ROMNEY, MITT",REP,647744,1069468,0.6057
1029,2016,ARKANSAS,AR,"TRUMP, DONALD J.",REP,684872,1130635,0.6057
1134,2020,ARKANSAS,AR,"TRUMP, DONALD J.",REP,760647,1219069,0.624
9,1976,CALIFORNIA,CA,"FORD, GERALD",REP,3882244,7803770,0.4975
111,1980,CALIFORNIA,CA,"REAGAN, RONALD",REP,4522994,8582938,0.527
213,1984,CALIFORNIA,CA,"REAGAN, RONALD",REP,5467009,9505041,0.5752
315,1988,CALIFORNIA,CA,"BUSH, GEORGE H.W.",REP,5054917,9887065,0.5113
418,1992,CALIFORNIA,CA,"BUSH, GEORGE H.W.",REP,3630574,11131721,0.3261
520,1996,CALIFORNIA,CA,"DOLE, ROBERT",REP,3828381,10019469,0.3821
622,2000,CALIFORNIA,CA,"BUSH, GEORGE W.",REP,4567429,10965822,0.4165
724,2004,CALIFORNIA,CA,"BUSH, GEORGE W.",REP,5509826,12421353,0.4436
827,2008,CALIFORNIA,CA,"MCCAIN, JOHN",REP,5011781,13561900,0.3695
929,2012,CALIFORNIA,CA,"ROMNEY, MITT",REP,4839958,13038547,0.3712
1032,2016,CALIFORNIA,CA,"TRUMP, DONALD J.",REP,4483810,14181595,0.3162
1136,2020,CALIFORNIA,CA,"TRUMP, DONALD J.",REP,6006429,17500881,0.3432
11,1976,COLORADO,CO,"FORD, GERALD",REP,584278,1081440,0.5403
113,1980,COLORADO,CO,"REAGAN, RONALD",REP,652264,1184450,0.5507
215,1984,COLORADO,CO,"REAGAN, RONALD",REP,821817,1295380,0.6344
317,1988,COLORADO,CO,"BUSH, GEORGE H.W.",REP,728177,1372394,0.5306
420,1992,COLORADO,CO,"BUSH, GEORGE H.W.",REP,562850,1569180,0.3587
521,1996,COLORADO,CO,"DOLE, ROBERT",REP,691848,1510702,0.458
623,2000,COLORADO,CO,"BUSH, GEORGE W.",REP,883748,1741368,0.5075
725,2004,COLORADO,CO,"BUSH, GEORGE W.",REP,1101255,2129630,0.5171
829,2008,COLORADO,CO,"MCCAIN, JOHN",REP,1073589,2401361,0.4471
931,2012,COLORADO,CO,"ROMNEY, MITT",REP,1185243,2569516,0.4613
1034,2016,COLORADO,CO,"TRUMP, DONALD J.",REP,1202484,2780220,0.4325
1138,2020,COLORADO,CO,"TRUMP, DONALD J.",REP,1364607,3279980,0.416
13,1976,CONNECTICUT,CT,"FORD, GERALD",REP,719261,1386355,0.5188
115,1980,CONNECTICUT,CT,"REAGAN, RONALD",REP,677210,1406285,0.4816
217,1984,CONNECTICUT,CT,"REAGAN, RONALD",REP,890877,1466900,0.6073
319,1988,CONNECTICUT,CT,"BUSH, GEORGE H.W.",REP,750241,1443394,0.5198
422,1992,CONNECTICUT,CT,"BUSH, GEORGE H.W.",REP,578313,1616156,0.3578
524,1996,CONNECTICUT,CT,"DOLE, ROBERT",REP,483109,1392614,0.3469
626,2000,CONNECTICUT,CT,"BUSH, GEORGE W.",REP,561094,1459525,0.3844
728,2004,CONNECTICUT,CT,"BUSH, GEORGE W.",REP,693826,1578769,0.4395
831,2008,CONNECTICUT,CT,"MCCAIN, JOHN",REP,629428,1646792,0.3822
933,2012,CONNECTICUT,CT,"ROMNEY, MITT",REP,634892,1558204,0.4075
1036,2016,CONNECTICUT,CT,"TRUMP, DONALD J.",REP,673215,1644920,0.4093
1140,2020,CONNECTICUT,CT,"TRUMP, DONALD J.",REP,714717,1823857,0.3919
16,1976,DELAWARE,DE,"FORD, GERALD",REP,109780,235642,0.4659
117,1980,DELAWARE,DE,"REAGAN, RONALD",REP,111252,235668,0.4721
219,1984,DELAWARE,DE,"REAGAN, RONALD",REP,152190,254572,0.5978
321,1988,DELAWARE,DE,"BUSH, GEORGE H.W.",REP,139639,249891,0.5588
424,1992,DELAWARE,DE,"BUSH, GEORGE H.W.",REP,102313,289620,0.3533
526,1996,DELAWARE,DE,"DOLE, ROBERT",REP,99062,270810,0.3658
628,2000,DELAWARE,DE,"BUSH, GEORGE W.",REP,137288,327529,0.4192
730,2004,DELAWARE,DE,"BUSH, GEORGE W.",REP,171660,375190,0.4575
833,2008,DELAWARE,DE,"MCCAIN, JOHN",REP,152374,412412,0.3695
935,2012,DELAWARE,DE,"ROMNEY, MITT",REP,165484,413890,0.3998
1038,2016,DELAWARE,DE,"TRUMP, DONALD J.",REP,185127,441590,0.4192
1142,2020,DELAWARE,DE,"TRUMP, DONALD J.",REP,200603,504346,0.3977
18,1976,DISTRICT OF COLUMBIA,DC,"FORD, GERALD",REP,27873,168830,0.1651
120,1980,DISTRICT OF COLUMBIA,DC,"REAGAN, RONALD",REP,23313,173889,0.1341
222,1984,DISTRICT OF COLUMBIA,DC,"REAGAN, RONALD",REP,29009,211288,0.1373
324,1988,DISTRICT OF COLUMBIA,DC,"BUSH, GEORGE H.W.",REP,27590,192877,0.143
426,1992,DISTRICT OF COLUMBIA,DC,"BUSH, GEORGE H.W.",REP,20698,227572,0.091
528,1996,DISTRICT OF COLUMBIA,DC,"DOLE, ROBERT",REP,17339,185726,0.0934
630,2000,DISTRICT OF COLUMBIA,DC,"BUSH, GEORGE W.",REP,18073,201894,0.0895
732,2004,DISTRICT OF COLUMBIA,DC,"BUSH, GEORGE W.",REP,21256,227586,0.0934
835,2008,DISTRICT OF COLUMBIA,DC,"MCCAIN, JOHN",REP,17367,265853,0.0653
937,2012,DISTRICT OF COLUMBIA,DC,"ROMNEY, MITT",REP,21381,293764,0.0728
1040,2016,DISTRICT OF COLUMBIA,DC,"TRUMP, DONALD J.",REP,12723,312575,0.0407
1144,2020,DISTRICT OF COLUMBIA,DC,"TRUMP, DONALD J.",REP,18586,344356,0.054
20,1976,FLORIDA,FL,"FORD, GERALD",REP,1469531,3150631,0.4664
121,1980,FLORIDA,FL,"REAGAN, RONALD",REP,2046951,3686927,0.5552
223,1984,FLORIDA,FL,"REAGAN, RONALD",REP,2730350,4180051,0.6532
325,1988,FLORIDA,FL,"BUSH, GEORGE H.W.",REP,2618885,4302313,0.6087
427,1992,FLORIDA,FL,"BUSH, GEORGE H.W.",REP,2173310,5313392,0.409
530,1996,FLORIDA,FL,"DOLE, ROBERT",REP,2244536,5303154,0.4232
631,2000,FLORIDA,FL,"BUSH, GEORGE W.",REP,2912790,5963110,0.4885
733,2004,FLORIDA,FL,"BUSH, GEORGE W.",REP,3964522,7609810,0.521
837,2008,FLORIDA,FL,"MCCAIN, JOHN",REP,4045624,8390744,0.4822
939,2012,FLORIDA,FL,"ROMNEY, MITT",REP,4163447,8474179,0.4913
1041,2016,FLORIDA,FL,"TRUMP, DONALD J.",REP,4617886,9420039,0.4902
1146,2020,FLORIDA,FL,"TRUMP, DONALD J.",REP,5668731,11067456,0.5122
22,1976,GEORGIA,GA,"FORD, GERALD",REP,483743,1463152,0.3306
124,1980,GEORGIA,GA,"REAGAN, RONALD",REP,654168,1596805,0.4097
225,1984,GEORGIA,GA,"REAGAN, RONALD",REP,1068722,1776103,0.6017
327,1988,GEORGIA,GA,"BUSH, GEORGE H.W.",REP,1081331,1809672,0.5975
430,1992,GEORGIA,GA,"BUSH, GEORGE H.W.",REP,995252,2321133,0.4288
531,1996,GEORGIA,GA,"DOLE, ROBERT",REP,1080843,2298899,0.4702
633,2000,GEORGIA,GA,"BUSH, GEORGE W.",REP,1419720,2583208,0.5496
735,2004,GEORGIA,GA,"BUSH, GEORGE W.",REP,1914254,3301875,0.5797
838,2008,GEORGIA,GA,"MCCAIN, JOHN",REP,2048759,3924486,0.522
940,2012,GEORGIA,GA,"ROMNEY, MITT",REP,2078688,3897839,0.5333
1043,2016,GEORGIA,GA,"TRUMP, DONALD J.",REP,2089104,4114732,0.5077
1148,2020,GEORGIA,GA,"TRUMP, DONALD J.",REP,2461854,4999960,0.4924
24,1976,HAWAII,HI,"FORD, GERALD",REP,140003,291301,0.4806
126,1980,HAWAII,HI,"REAGAN, RONALD",REP,130112,303287,0.429
227,1984,HAWAII,HI,"REAGAN, RONALD",REP,185050,335846,0.551
330,1988,HAWAII,HI,"BUSH, GEORGE H.W.",REP,158625,354461,0.4475
432,1992,HAWAII,HI,"BUSH, GEORGE H.W.",REP,136822,372842,0.367
534,1996,HAWAII,HI,"DOLE, ROBERT",REP,113943,360120,0.3164
636,2000,HAWAII,HI,"BUSH, GEORGE W.",REP,137845,367951,0.3746
738,2004,HAWAII,HI,"BUSH, GEORGE W.",REP,194191,429013,0.4526
841,2008,HAWAII,HI,"MCCAIN, JOHN",REP,120566,456064,0.2644
943,2012,HAWAII,HI,"ROMNEY, MITT",REP,121015,437159,0.2768
1046,2016,HAWAII,HI,"TRUMP, DONALD J.",REP,128847,437664,0.2944
1150,2020,HAWAII,HI,"TRUMP, DONALD J.",REP,196864,579784,0.3395
25,1976,IDAHO,ID,"FORD, GERALD",REP,204151,340932,0.5988
127,1980,IDAHO,ID,"REAGAN, RONALD",REP,290699,437431,0.6646
229,1984,IDAHO,ID,"REAGAN, RONALD",REP,297523,411144,0.7236
331,1988,IDAHO,ID,"BUSH, GEORGE H.W.",REP,253881,408968,0.6208
433,1992,IDAHO,ID,"BUSH, GEORGE H.W.",REP,202645,482114,0.4203
535,1996,IDAHO,ID,"DOLE, ROBERT",REP,256595,491711,0.5218
637,2000,IDAHO,ID,"BUSH, GEORGE W.",REP,336937,501615,0.6717
739,2004,IDAHO,ID,"BUSH, GEORGE W.",REP,409235,598376,0.6839
842,2008,IDAHO,ID,"MCCAIN, JOHN",REP,403012,655122,0.6152
944,2012,IDAHO,ID,"ROMNEY, MITT",REP,420911,652274,0.6453
1047,2016,IDAHO,ID,"TRUMP, DONALD J.",REP,409055,690255,0.5926
1152,2020,IDAHO,ID,"TRUMP, DONALD J.",REP,554119,868014,0.6384
27,1976,ILLINOIS,IL,"FORD, GERALD",REP,2364269,4721282,0.5008
129,1980,ILLINOIS,IL,"REAGAN, RONALD",REP,2358049,4749721,0.4965
231,1984,ILLINOIS,IL,"REAGAN, RONALD",REP,2707103,4819088,0.5617
333,1988,ILLINOIS,IL,"BUSH, GEORGE H.W.",REP,2310939,4559120,0.5069
436,1992,ILLINOIS,IL,"BUSH, GEORGE H.W.",REP,1734096,5050157,0.3434
538,1996,ILLINOIS,IL,"DOLE, ROBERT",REP,1587021,4311391,0.3681
640,2000,ILLINOIS,IL,"BUSH, GEORGE W.",REP,2019421,4742108,0.4258
742,2004,ILLINOIS,IL,"BUSH, GEORGE W.",REP,2345946,5274322,0.4448
845,2008,ILLINOIS,IL,"MCCAIN, JOHN",REP,2031179,5522371,0.3678
947,2012,ILLINOIS,IL,"ROMNEY, MITT",REP,2135216,5242014,0.4073
1050,2016,ILLINOIS,IL,"TRUMP, DONALD J.",REP,2146015,5536424,0.3876
1154,2020,ILLINOIS,IL,"TRUMP, DONALD J.",REP,2446891,6033743,0.4055
29,1976,INDIANA,IN,"FORD, GERALD",REP,1183958,2220362,0.5332
131,1980,INDIANA,IN,"REAGAN, RONALD",REP,1255656,2242033,0.5601
233,1984,INDIANA,IN,"REAGAN, RONALD",REP,1377230,2233069,0.6167
335,1988,INDIANA,IN,"BUSH, GEORGE H.W.",REP,1297763,2168621,0.5984
437,1992,INDIANA,IN,"BUSH, GEORGE H.W.",REP,989375,2305871,0.4291
539,1996,INDIANA,IN,"DOLE, ROBERT",REP,1006693,2135431,0.4714
641,2000,INDIANA,IN,"BUSH, GEORGE W.",REP,1245836,2199302,0.5665
743,2004,INDIANA,IN,"BUSH, GEORGE W.",REP,1479438,2468002,0.5994
847,2008,INDIANA,IN,"MCCAIN, JOHN",REP,1345648,2751054,0.4891
948,2012,INDIANA,IN,"ROMNEY, MITT",REP,1420543,2624534,0.5413
1051,2016,INDIANA,IN,"TRUMP, DONALD J.",REP,1557286,2734958,0.5694
1156,2020,INDIANA,IN,"TRUMP, DONALD J.",REP,1729519,3033118,0.5702
31,1976,IOWA,IA,"FORD, GERALD",REP,632864,1279303,0.4947
133,1980,IOWA,IA,"REAGAN, RONALD",REP,676026,1317661,0.5131
235,1984,IOWA,IA,"REAGAN, RONALD",REP,703088,1319805,0.5327
338,1988,IOWA,IA,"BUSH, GEORGE H.W.",REP,545355,1225614,0.445
440,1992,IOWA,IA,"BUSH, GEORGE H.W.",REP,504891,1354607,0.3727
542,1996,IOWA,IA,"DOLE, ROBERT",REP,492644,1234075,0.3992
644,2000,IOWA,IA,"BUSH, GEORGE W.",REP,634373,1353022,0.4689
745,2004,IOWA,IA,"BUSH, GEORGE W.",REP,751957,1506908,0.499
849,2008,IOWA,IA,"MCCAIN, JOHN",REP,682379,1537123,0.4439
951,2012,IOWA,IA,"ROMNEY, MITT",REP,730617,1582180,0.4618
1053,2016,IOWA,IA,"TRUMP, DONALD J.",REP,800983,1565580,0.5116
1157,2020,IOWA,IA,"TRUMP, DONALD J.",REP,897672,1700130,0.528
33,1976,KANSAS,KS,"FORD, GERALD",REP,502752,957845,0.5249
135,1980,KANSAS,KS,"REAGAN, RONALD",REP,566812,979795,0.5785
237,1984,KANSAS,KS,"REAGAN, RONALD",REP,677296,1021991,0.6627
339,1988,KANSAS,KS,"BUSH, GEORGE H.W.",REP,554049,993044,0.5579
441,1992,KANSAS,KS,"BUSH, GEORGE H.W.",REP,449951,1157236,0.3888
543,1996,KANSAS,KS,"DOLE, ROBERT",REP,583245,1074300,0.5429
645,2000,KANSAS,KS,"BUSH, GEORGE W.",REP,622332,1072216,0.5804
747,2004,KANSAS,KS,"BUSH, GEORGE W.",REP,736456,1187756,0.62
850,2008,KANSAS,KS,"MCCAIN, JOHN",REP,699655,1235872,0.5661
952,2012,KANSAS,KS,"ROMNEY, MITT",REP,692634,1159971,0.5971
1055,2016,KANSAS,KS,"TRUMP, DONALD J.",REP,671018,1184402,0.5665
1159,2020,KANSAS,KS,"TRUMP, DONALD J.",REP,771406,1372303,0.5621
36,1976,KENTUCKY,KY,"FORD, GERALD",REP,531852,1167142,0.4557
137,1980,KENTUCKY,KY,"REAGAN, RONALD",REP,635274,1295627,0.4903
239,1984,KENTUCKY,KY,"REAGAN, RONALD",REP,821702,1369345,0.6001
341,1988,KENTUCKY,KY,"BUSH, GEORGE H.W.",REP,734281,1322517,0.5552
444,1992,KENTUCKY,KY,"BUSH, GEORGE H.W.",REP,617178,1492900,0.4134
546,1996,KENTUCKY,KY,"DOLE, ROBERT",REP,623283,1388708,0.4488
647,2000,KENTUCKY,KY,"BUSH, GEORGE W.",REP,872520,1544106,0.5651
749,2004,KENTUCKY,KY,"BUSH, GEORGE W.",REP,1069439,1795882,0.5955
852,2008,KENTUCKY,KY,"MCCAIN, JOHN",REP,1048462,1826620,0.574
954,2012,KENTUCKY,KY,"ROMNEY, MITT",REP,1087190,1797212,0.6049
1057,2016,KENTUCKY,KY,"TRUMP, DONALD J.",REP,1202971,1924149,0.6252
1161,2020,KENTUCKY,KY,"TRUMP, DONALD J.",REP,1326646,2136768,0.6209
38,1976,LOUISIANA,LA,"FORD, GERALD",REP,587446,1277383,0.4599
139,1980,LOUISIANA,LA,"REAGAN, RONALD",REP,792853,1548591,0.512
241,1984,LOUISIANA,LA,"REAGAN, RONALD",REP,1037299,1706822,0.6077
343,1988,LOUISIANA,LA,"BUSH, GEORGE H.W.",REP,883702,1628202,0.5427
446,1992,LOUISIANA,LA,"BUSH, GEORGE H.W.",REP,733386,1790017,0.4097
548,1996,LOUISIANA,LA,"DOLE, ROBERT",REP,712586,1783959,0.3994
649,2000,LOUISIANA,LA,"BUSH, GEORGE W.",REP,927871,1765656,0.5255
751,2004,LOUISIANA,LA,"BUSH, GEORGE W.",REP,1102169,1943106,0.5672
854,2008,LOUISIANA,LA,"MCCAIN, JOHN",REP,1148275,1960761,0.5856
956,2012,LOUISIANA,LA,"ROMNEY, MITT",REP,1152262,1994065,0.5778
1059,2016,LOUISIANA,LA,"TRUMP, DONALD J.",REP,1178638,2029032,0.5809
1164,2020,LOUISIANA,LA,"TRUMP, DONALD J.",REP,1255776,2148062,0.5846
39,1976,MAINE,ME,"FORD, GERALD",REP,236320,482968,0.4893
141,1980,MAINE,ME,"REAGAN, RONALD",REP,238522,523011,0.4561
243,1984,MAINE,ME,"REAGAN, RONALD",REP,336500,553144,0.6083
345,1988,MAINE,ME,"BUSH, GEORGE H.W.",REP,307131,555035,0.5534
448,1992,MAINE,ME,"BUSH, GEORGE H.W.",REP,206504,679499,0.3039
550,1996,MAINE,ME,"DOLE, ROBERT",REP,186378,605897,0.3076
652,2000,MAINE,ME,"BUSH, GEORGE W.",REP,286616,651817,0.4397
754,2004,MAINE,ME,"BUSH, GEORGE W.",REP,330201,740752,0.4458
857,2008,MAINE,ME,"MCCAIN, JOHN",REP,295273,731163,0.4038
959,2012,MAINE,ME,"ROMNEY, MITT",REP,292276,724758,0.4033
1062,2016,MAINE,ME,"TRUMP, DONALD J.",REP,335593,771892,0.4348
1166,2020,MAINE,ME,"TRUMP, DONALD J.",REP,360737,828305,0.4355
42,1976,MARYLAND,MD,"FORD, GERALD",REP,672661,1432273,0.4696
144,1980,MARYLAND,MD,"REAGAN, RONALD",REP,680606,1540496,0.4418
245,1984,MARYLAND,MD,"REAGAN, RONALD",REP,879918,1675873,0.5251
347,1988,MARYLAND,MD,"BUSH, GEORGE H.W.",REP,876167,1714358,0.5111
450,1992,MARYLAND,MD,"BUSH, GEORGE H.W.",REP,707094,1984580,0.3563
552,1996,MARYLAND,MD,"DOLE, ROBERT",REP,681530,1780870,0.3827
