id,year,state,state_po,candidate,party,candidatevotes,totalvotes,pct
878,2008,NEW JERSEY,NJ,"OBAMA, BARACK H.",DEM,2215422,3868237,0.5727
980,2012,NEW JERSEY,NJ,"OBAMA, BARACK H.",DEM,2122786,3638499,0.5834
1085,2016,NEW JERSEY,NJ,"CLINTON, HILLARY",DEM,2148278,3874046,0.5545
1188,2020,NEW JERSEY,NJ,"BIDEN, JOSEPH R. JR",DEM,2608335,4549353,0.5733
64,1976,NEW MEXICO,NM,"CARTER, JIMMY",DEM,201148,416590,0.4828
166,1980,NEW MEXICO,NM,"CARTER, JIMMY",DEM,167826,456237,0.3678
268,1984,NEW MEXICO,NM,"MONDALE, WALTER",DEM,201769,514370,0.3923
370,1988,NEW MEXICO,NM,"DUKAKIS, MICHAEL",DEM,244497,521387,0.4689
471,1992,NEW MEXICO,NM,"CLINTON, BILL",DEM,261617,569986,0.459
573,1996,NEW MEXICO,NM,"CLINTON, BILL",DEM,273495,556074,0.4918
675,2000,NEW MEXICO,NM,"GORE, AL",DEM,286783,598605,0.4791
779,2004,NEW MEXICO,NM,"KERRY, JOHN",DEM,370942,756304,0.4905
880,2008,NEW MEXICO,NM,"OBAMA, BARACK H.",DEM,472422,830158,0.5691
982,2012,NEW MEXICO,NM,"OBAMA, BARACK H.",DEM,415335,783758,0.5299
1087,2016,NEW MEXICO,NM,"CLINTON, HILLARY",DEM,385234,798319,0.4826
1189,2020,NEW MEXICO,NM,"BIDEN, JOSEPH R. JR",DEM,501614,923965,0.5429
65,1976,NEW YORK,NY,"CARTER, JIMMY",DEM,3244165,6668262,0.4865
167,1980,NEW YORK,NY,"CARTER, JIMMY",DEM,2728372,6201959,0.4399
270,1984,NEW YORK,NY,"MONDALE, WALTER",DEM,3001285,6806810,0.4409
371,1988,NEW YORK,NY,"DUKAKIS, MICHAEL",DEM,3255487,6485683,0.5019
473,1992,NEW YORK,NY,"CLINTON, BILL",DEM,3346894,7079432,0.4728
575,1996,NEW YORK,NY,"CLINTON, BILL",DEM,3649630,6439129,0.5668
677,2000,NEW YORK,NY,"GORE, AL",DEM,3942215,6960215,0.5664
780,2004,NEW YORK,NY,"KERRY, JOHN",DEM,4180755,7448266,0.5613
882,2008,NEW YORK,NY,"OBAMA, BARACK H.",DEM,4645332,7722019,0.6016
984,2012,NEW YORK,NY,"OBAMA, BARACK H.",DEM,4324228,7116784,0.6076
1089,2016,NEW YORK,NY,"CLINTON, HILLARY",DEM,4379789,7802084,0.5614
1191,2020,NEW YORK,NY,"BIDEN, JOSEPH R. JR",DEM,5230985,8661735,0.6039
67,1976,NORTH CAROLINA,NC,"CARTER, JIMMY",DEM,927365,1677906,0.5527
170,1980,NORTH CAROLINA,NC,"CARTER, JIMMY",DEM,875635,1855833,0.4718
272,1984,NORTH CAROLINA,NC,"MONDALE, WALTER",DEM,824287,2175361,0.3789
374,1988,NORTH CAROLINA,NC,"DUKAKIS, MICHAEL",DEM,890167,2134370,0.4171
476,1992,NORTH CAROLINA,NC,"CLINTON, BILL",DEM,1114042,2611850,0.4265
578,1996,NORTH CAROLINA,NC,"CLINTON, BILL",DEM,1107849,2515807,0.4404
680,2000,NORTH CAROLINA,NC,"GORE, AL",DEM,1257692,2914990,0.4315
783,2004,NORTH CAROLINA,NC,"KERRY, JOHN",DEM,1525849,3501007,0.4358
884,2008,NORTH CAROLINA,NC,"OBAMA, BARACK H.",DEM,2142651,4310851,0.497
987,2012,NORTH CAROLINA,NC,"OBAMA, BARACK H.",DEM,2178391,4505372,0.4835
1092,2016,NORTH CAROLINA,NC,"CLINTON, HILLARY",DEM,2189316,4741564,0.4617
1194,2020,NORTH CAROLINA,NC,"BIDEN, JOSEPH R. JR",DEM,2684292,5524802,0.4859
70,1976,NORTH DAKOTA,ND,"CARTER, JIMMY",DEM,136078,297308,0.4577
172,1980,NORTH DAKOTA,ND,"CARTER, JIMMY",DEM,79189,301116,0.263
274,1984,NORTH DAKOTA,ND,"MONDALE, WALTER",DEM,104429,308971,0.338
376,1988,NORTH DAKOTA,ND,"DUKAKIS, MICHAEL",DEM,127739,297261,0.4297
478,1992,NORTH DAKOTA,ND,"CLINTON, BILL",DEM,99168,308133,0.3218
580,1996,NORTH DAKOTA,ND,"CLINTON, BILL",DEM,106905,266411,0.4013
682,2000,NORTH DAKOTA,ND,"GORE, AL",DEM,95284,288256,0.3306
785,2004,NORTH DAKOTA,ND,"KERRY, JOHN",DEM,111052,312833,0.355
887,2008,NORTH DAKOTA,ND,"OBAMA, BARACK H.",DEM,141278,316621,0.4462
989,2012,NORTH DAKOTA,ND,"OBAMA, BARACK H.",DEM,124966,322932,0.387
1094,2016,NORTH DAKOTA,ND,"CLINTON, HILLARY",DEM,93758,344360,0.2723
1196,2020,NORTH DAKOTA,ND,"BIDEN, JOSEPH R. JR",DEM,114902,361819,0.3176
71,1976,OHIO,OH,"CARTER, JIMMY",DEM,2009959,4110456,0.489
174,1980,OHIO,OH,"CARTER, JIMMY",DEM,1752414,4283603,0.4091
276,1984,OHIO,OH,"MONDALE, WALTER",DEM,1825440,4563235,0.4
378,1988,OHIO,OH,"DUKAKIS, MICHAEL",DEM,1939629,4393585,0.4415
479,1992,OHIO,OH,"CLINTON, BILL",DEM,1984942,4939967,0.4018
581,1996,OHIO,OH,"CLINTON, BILL",DEM,2148222,4534434,0.4738
684,2000,OHIO,OH,"GORE, AL",DEM,2183628,4701998,0.4644
787,2004,OHIO,OH,"KERRY, JOHN",DEM,2741165,5627903,0.4871
888,2008,OHIO,OH,"OBAMA, BARACK H.",DEM,2940044,5708350,0.515
990,2012,OHIO,OH,"OBAMA, BARACK H.",DEM,2827621,5580822,0.5067
1096,2016,OHIO,OH,"CLINTON, HILLARY",DEM,2394164,5496487,0.4356
1198,2020,OHIO,OH,"BIDEN, JOSEPH R. JR",DEM,2679165,5922202,0.4524
74,1976,OKLAHOMA,OK,"CARTER, JIMMY",DEM,532442,1092251,0.4875
176,1980,OKLAHOMA,OK,"CARTER, JIMMY",DEM,402026,1149708,0.3497
278,1984,OKLAHOMA,OK,"MONDALE, WALTER",DEM,385080,1255676,0.3067
380,1988,OKLAHOMA,OK,"DUKAKIS, MICHAEL",DEM,483423,1171036,0.4128
482,1992,OKLAHOMA,OK,"CLINTON, BILL",DEM,473066,1390359,0.3402
584,1996,OKLAHOMA,OK,"CLINTON, BILL",DEM,488105,1206713,0.4045
686,2000,OKLAHOMA,OK,"GORE, AL",DEM,474276,1234229,0.3843
789,2004,OKLAHOMA,OK,"KERRY, JOHN",DEM,503966,1463758,0.3443
891,2008,OKLAHOMA,OK,"OBAMA, BARACK H.",DEM,502496,1462661,0.3435
993,2012,OKLAHOMA,OK,"OBAMA, BARACK H.",DEM,443547,1334872,0.3323
1098,2016,OKLAHOMA,OK,"CLINTON, HILLARY",DEM,420375,1452992,0.2893
1200,2020,OKLAHOMA,OK,"BIDEN, JOSEPH R. JR",DEM,503890,1560699,0.3229
76,1976,OREGON,OR,"CARTER, JIMMY",DEM,490407,1029876,0.4762
178,1980,OREGON,OR,"CARTER, JIMMY",DEM,456890,1181516,0.3867
280,1984,OREGON,OR,"MONDALE, WALTER",DEM,536479,1226527,0.4374
381,1988,OREGON,OR,"DUKAKIS, MICHAEL",DEM,616206,1201694,0.5128
483,1992,OREGON,OR,"CLINTON, BILL",DEM,621314,1462643,0.4248
585,1996,OREGON,OR,"CLINTON, BILL",DEM,649641,1377760,0.4715
687,2000,OREGON,OR,"GORE, AL",DEM,720342,1533950,0.4696
790,2004,OREGON,OR,"KERRY, JOHN",DEM,943163,1836782,0.5135
892,2008,OREGON,OR,"OBAMA, BARACK H.",DEM,1037291,1827864,0.5675
994,2012,OREGON,OR,"OBAMA, BARACK H.",DEM,970488,1789270,0.5424
1099,2016,OREGON,OR,"CLINTON, HILLARY",DEM,1002106,2001336,0.5007
1202,2020,OREGON,OR,"BIDEN, JOSEPH R. JR",DEM,1340383,2374321,0.5645
77,1976,PENNSYLVANIA,PA,"CARTER, JIMMY",DEM,2328677,4620787,0.504
180,1980,PENNSYLVANIA,PA,"CARTER, JIMMY",DEM,1937540,4561501,0.4248
282,1984,PENNSYLVANIA,PA,"MONDALE, WALTER",DEM,2228131,4844903,0.4599
384,1988,PENNSYLVANIA,PA,"DUKAKIS, MICHAEL",DEM,2194944,4536251,0.4839
485,1992,PENNSYLVANIA,PA,"CLINTON, BILL",DEM,2239164,4959810,0.4515
587,1996,PENNSYLVANIA,PA,"CLINTON, BILL",DEM,2215819,4501307,0.4923
689,2000,PENNSYLVANIA,PA,"GORE, AL",DEM,2485967,4912185,0.5061
792,2004,PENNSYLVANIA,PA,"KERRY, JOHN",DEM,2938095,5769590,0.5092
894,2008,PENNSYLVANIA,PA,"OBAMA, BARACK H.",DEM,3276363,6013272,0.5449
996,2012,PENNSYLVANIA,PA,"OBAMA, BARACK H.",DEM,2990274,5742040,0.5208
1102,2016,PENNSYLVANIA,PA,"CLINTON, HILLARY",DEM,2926441,6115402,0.4785
1204,2020,PENNSYLVANIA,PA,"BIDEN, JOSEPH R. JR",DEM,3458229,6915283,0.5001
79,1976,RHODE ISLAND,RI,"CARTER, JIMMY",DEM,227636,410584,0.5544
181,1980,RHODE ISLAND,RI,"CARTER, JIMMY",DEM,198342,415967,0.4768
284,1984,RHODE ISLAND,RI,"MONDALE, WALTER",DEM,197106,410489,0.4802
385,1988,RHODE ISLAND,RI,"DUKAKIS, MICHAEL",DEM,225123,404622,0.5564
487,1992,RHODE ISLAND,RI,"CLINTON, BILL",DEM,213299,453365,0.4705
589,1996,RHODE ISLAND,RI,"CLINTON, BILL",DEM,233050,390247,0.5972
691,2000,RHODE ISLAND,RI,"GORE, AL",DEM,249508,409112,0.6099
794,2004,RHODE ISLAND,RI,"KERRY, JOHN",DEM,259760,437134,0.5942
896,2008,RHODE ISLAND,RI,"OBAMA, BARACK H.",DEM,296571,471766,0.6286
998,2012,RHODE ISLAND,RI,"OBAMA, BARACK H.",DEM,279677,446049,0.627
1103,2016,RHODE ISLAND,RI,"CLINTON, HILLARY",DEM,252525,464144,0.5441
1205,2020,RHODE ISLAND,RI,"BIDEN, JOSEPH R. JR",DEM,307486,516990,0.5948
81,1976,SOUTH CAROLINA,SC,"CARTER, JIMMY",DEM,450807,802583,0.5617
184,1980,SOUTH CAROLINA,SC,"CARTER, JIMMY",DEM,428220,888258,0.4821
286,1984,SOUTH CAROLINA,SC,"MONDALE, WALTER",DEM,344459,968529,0.3557
388,1988,SOUTH CAROLINA,SC,"DUKAKIS, MICHAEL",DEM,370554,986009,0.3758
490,1992,SOUTH CAROLINA,SC,"CLINTON, BILL",DEM,525514,1228912,0.4276
592,1996,SOUTH CAROLINA,SC,"CLINTON, BILL",DEM,506152,1150182,0.4401
694,2000,SOUTH CAROLINA,SC,"GORE, AL",DEM,566037,1383902,0.409
797,2004,SOUTH CAROLINA,SC,"KERRY, JOHN",DEM,661669,1617700,0.409
899,2008,SOUTH CAROLINA,SC,"OBAMA, BARACK H.",DEM,862449,1920969,0.449
1001,2012,SOUTH CAROLINA,SC,"OBAMA, BARACK H.",DEM,865941,1964118,0.4409
1106,2016,SOUTH CAROLINA,SC,"CLINTON, HILLARY",DEM,855373,2103027,0.4067
1208,2020,SOUTH CAROLINA,SC,"BIDEN, JOSEPH R. JR",DEM,1091541,2514096,0.4342
84,1976,SOUTH DAKOTA,SD,"CARTER, JIMMY",DEM,147068,300678,0.4891
186,1980,SOUTH DAKOTA,SD,"CARTER, JIMMY",DEM,103855,327703,0.3169
288,1984,SOUTH DAKOTA,SD,"MONDALE, WALTER",DEM,116113,317867,0.3653
390,1988,SOUTH DAKOTA,SD,"DUKAKIS, MICHAEL",DEM,145560,312991,0.4651
492,1992,SOUTH DAKOTA,SD,"CLINTON, BILL",DEM,124888,336254,0.3714
594,1996,SOUTH DAKOTA,SD,"CLINTON, BILL",DEM,139333,323826,0.4303
696,2000,SOUTH DAKOTA,SD,"GORE, AL",DEM,118804,316269,0.3756
799,2004,SOUTH DAKOTA,SD,"KERRY, JOHN",DEM,149244,388215,0.3844
901,2008,SOUTH DAKOTA,SD,"OBAMA, BARACK H.",DEM,170924,381975,0.4475
1003,2012,SOUTH DAKOTA,SD,"OBAMA, BARACK H.",DEM,145039,363815,0.3987
1108,2016,SOUTH DAKOTA,SD,"CLINTON, HILLARY",DEM,117458,370093,0.3174
1210,2020,SOUTH DAKOTA,SD,"BIDEN, JOSEPH R. JR",DEM,150471,422609,0.3561
85,1976,TENNESSEE,TN,"CARTER, JIMMY",DEM,825879,1476346,0.5594
188,1980,TENNESSEE,TN,"CARTER, JIMMY",DEM,783051,1617616,0.4841
290,1984,TENNESSEE,TN,"MONDALE, WALTER",DEM,711714,1711993,0.4157
392,1988,TENNESSEE,TN,"DUKAKIS, MICHAEL",DEM,679794,1636250,0.4155
493,1992,TENNESSEE,TN,"CLINTON, BILL",DEM,933521,1982638,0.4708
595,1996,TENNESSEE,TN,"CLINTON, BILL",DEM,909146,1894105,0.48
698,2000,TENNESSEE,TN,"GORE, AL",DEM,981720,2076181,0.4728
801,2004,TENNESSEE,TN,"KERRY, JOHN",DEM,1036477,2437319,0.4253
903,2008,TENNESSEE,TN,"OBAMA, BARACK H.",DEM,1087437,2599749,0.4183
1005,2012,TENNESSEE,TN,"OBAMA, BARACK H.",DEM,960709,2458577,0.3908
1110,2016,TENNESSEE,TN,"CLINTON, HILLARY",DEM,870695,2508027,0.3472
1212,2020,TENNESSEE,TN,"BIDEN, JOSEPH R. JR",DEM,1143711,3053851,0.3745
87,1976,TEXAS,TX,"CARTER, JIMMY",DEM,2082319,4071884,0.5114
190,1980,TEXAS,TX,"CARTER, JIMMY",DEM,1881147,4541636,0.4142
292,1984,TEXAS,TX,"MONDALE, WALTER",DEM,1949276,5397571,0.3611
394,1988,TEXAS,TX,"DUKAKIS, MICHAEL",DEM,2352748,5427410,0.4335
496,1992,TEXAS,TX,"CLINTON, BILL",DEM,2281815,6154018,0.3708
598,1996,TEXAS,TX,"CLINTON, BILL",DEM,2459683,5611644,0.4383
700,2000,TEXAS,TX,"GORE, AL",DEM,2433746,6407637,0.3798
803,2004,TEXAS,TX,"KERRY, JOHN",DEM,2832704,7410749,0.3822
905,2008,TEXAS,TX,"OBAMA, BARACK H.",DEM,3528633,8077795,0.4368
1007,2012,TEXAS,TX,"OBAMA, BARACK H.",DEM,3308124,7993851,0.4138
1112,2016,TEXAS,TX,"CLINTON, HILLARY",DEM,3877868,8969226,0.4324
1214,2020,TEXAS,TX,"BIDEN, JOSEPH R. JR",DEM,5259126,11315056,0.4648
90,1976,UTAH,UT,"CARTER, JIMMY",DEM,182110,541218,0.3365
192,1980,UTAH,UT,"CARTER, JIMMY",DEM,124266,604152,0.2057
294,1984,UTAH,UT,"MONDALE, WALTER",DEM,155369,629656,0.2468
396,1988,UTAH,UT,"DUKAKIS, MICHAEL",DEM,207343,647008,0.3205
498,1992,UTAH,UT,"CLINTON, BILL",DEM,183429,743998,0.2465
600,1996,UTAH,UT,"CLINTON, BILL",DEM,221633,665629,0.333
702,2000,UTAH,UT,"GORE, AL",DEM,203053,770754,0.2634
805,2004,UTAH,UT,"KERRY, JOHN",DEM,241199,927844,0.26
907,2008,UTAH,UT,"OBAMA, BARACK H.",DEM,327670,952370,0.3441
1009,2012,UTAH,UT,"OBAMA, BARACK H.",DEM,251813,1017440,0.2475
1114,2016,UTAH,UT,"CLINTON, HILLARY",DEM,310674,1131317,0.2746
1215,2020,UTAH,UT,"BIDEN, JOSEPH R. JR",DEM,560282,1488289,0.3765
92,1976,VERMONT,VT,"CARTER, JIMMY",DEM,77798,183902,0.423
194,1980,VERMONT,VT,"CARTER, JIMMY",DEM,81952,213299,0.3842
296,1984,VERMONT,VT,"MONDALE, WALTER",DEM,95730,234561,0.4081
398,1988,VERMONT,VT,"DUKAKIS, MICHAEL",DEM,115775,243328,0.4758
499,1992,VERMONT,VT,"CLINTON, BILL",DEM,133592,289701,0.4611
601,1996,VERMONT,VT,"CLINTON, BILL",DEM,137894,258449,0.5335
703,2000,VERMONT,VT,"GORE, AL",DEM,149022,294308,0.5063
806,2004,VERMONT,VT,"KERRY, JOHN",DEM,184067,312309,0.5894
908,2008,VERMONT,VT,"OBAMA, BARACK H.",DEM,219262,325046,0.6746
1010,2012,VERMONT,VT,"OBAMA, BARACK H.",DEM,199239,299290,0.6657
1115,2016,VERMONT,VT,"CLINTON, HILLARY",DEM,178573,320467,0.5572
1217,2020,VERMONT,VT,"BIDEN, JOSEPH R. JR",DEM,242820,370968,0.6546
94,1976,VIRGINIA,VA,"CARTER, JIMMY",DEM,813896,1697094,0.4796
196,1980,VIRGINIA,VA,"CARTER, JIMMY",DEM,752174,1866032,0.4031
298,1984,VIRGINIA,VA,"MONDALE, WALTER",DEM,796250,2146635,0.3709
400,1988,VIRGINIA,VA,"DUKAKIS, MICHAEL",DEM,859799,2191609,0.3923
502,1992,VIRGINIA,VA,"CLINTON, BILL",DEM,1038650,2559129,0.4059
604,1996,VIRGINIA,VA,"CLINTON, BILL",DEM,1091060,2416642,0.4515
706,2000,VIRGINIA,VA,"GORE, AL",DEM,1217290,2739447,0.4444
809,2004,VIRGINIA,VA,"KERRY, JOHN",DEM,1454742,3195415,0.4553
910,2008,VIRGINIA,VA,"OBAMA, BARACK H.",DEM,1959532,3723260,0.5263
1012,2012,VIRGINIA,VA,"OBAMA, BARACK H.",DEM,1971820,3854489,0.5116
1117,2016,VIRGINIA,VA,"CLINTON, HILLARY",DEM,1981473,3982752,0.4975
1219,2020,VIRGINIA,VA,"BIDEN, JOSEPH R. JR",DEM,2413568,4460524,0.5411
96,1976,WASHINGTON,WA,"CARTER, JIMMY",DEM,717323,1555534,0.4611
198,1980,WASHINGTON,WA,"CARTER, JIMMY",DEM,650193,1742394,0.3732
300,1984,WASHINGTON,WA,"MONDALE, WALTER",DEM,798352,1874910,0.4258
401,1988,WASHINGTON,WA,"DUKAKIS, MICHAEL",DEM,933516,1865253,0.5005
503,1992,WASHINGTON,WA,"CLINTON, BILL",DEM,993037,2287565,0.4341
605,1996,WASHINGTON,WA,"CLINTON, BILL",DEM,1123323,2253837,0.4984
707,2000,WASHINGTON,WA,"GORE, AL",DEM,1247652,2487433,0.5016
810,2004,WASHINGTON,WA,"KERRY, JOHN",DEM,1510201,2859084,0.5282
912,2008,WASHINGTON,WA,"OBAMA, BARACK H.",DEM,1750848,3036878,0.5765
1014,2012,WASHINGTON,WA,"OBAMA, BARACK H.",DEM,1755396,3125516,0.5616
1119,2016,WASHINGTON,WA,"CLINTON, HILLARY",DEM,1742718,3317019,0.5254
1221,2020,WASHINGTON,WA,"BIDEN, JOSEPH R. JR",DEM,2369612,4087631,0.5797
97,1976,WEST VIRGINIA,WV,"CARTER, JIMMY",DEM,435864,750590,0.5807
199,1980,WEST VIRGINIA,WV,"CARTER, JIMMY",DEM,367462,737715,0.4981
302,1984,WEST VIRGINIA,WV,"MONDALE, WALTER",DEM,328125,735742,0.446
403,1988,WEST VIRGINIA,WV,"DUKAKIS, MICHAEL",DEM,341016,653311,0.522
505,1992,WEST VIRGINIA,WV,"CLINTON, BILL",DEM,331001,683677,0.4841
607,1996,WEST VIRGINIA,WV,"CLINTON, BILL",DEM,327812,636459,0.5151
710,2000,WEST VIRGINIA,WV,"GORE, AL",DEM,295497,648124,0.4559
813,2004,WEST VIRGINIA,WV,"KERRY, JOHN",DEM,326541,755792,0.4321
915,2008,WEST VIRGINIA,WV,"OBAMA, BARACK H.",DEM,303857,713451,0.4259
1017,2012,WEST VIRGINIA,WV,"OBAMA, BARACK H.",DEM,238269,670438,0.3554
1122,2016,WEST VIRGINIA,WV,"CLINTON, HILLARY",DEM,188794,713051,0.2648
1223,2020,WEST VIRGINIA,WV,"BIDEN, JOSEPH R. JR",DEM,235984,794652,0.297
99,1976,WISCONSIN,WI,"CARTER, JIMMY",DEM,1040232,2101336,0.495
202,1980,WISCONSIN,WI,"CARTER, JIMMY",DEM,981584,2273221,0.4318
304,1984,WISCONSIN,WI,"MONDALE, WALTER",DEM,995740,2211689,0.4502
405,1988,WISCONSIN,WI,"DUKAKIS, MICHAEL",DEM,1126794,2191608,0.5141
507,1992,WISCONSIN,WI,"CLINTON, BILL",DEM,1041066,2531064,0.4113
609,1996,WISCONSIN,WI,"CLINTON, BILL",DEM,1071971,2196169,0.4881
711,2000,WISCONSIN,WI,"GORE, AL",DEM,1242987,2598607,0.4783
814,2004,WISCONSIN,WI,"KERRY, JOHN",DEM,1489504,2997007,0.497
916,2008,WISCONSIN,WI,"OBAMA, BARACK H.",DEM,1677211,2983417,0.5622
1018,2012,WISCONSIN,WI,"OBAMA, BARACK H.",DEM,1620985,3071434,0.5278
1124,2016,WISCONSIN,WI,"CLINTON, HILLARY",DEM,1382536,2976150,0.4645
1225,2020,WISCONSIN,WI,"BIDEN, JOSEPH R. JR",DEM,1630866,3298041,0.4945
102,1976,WYOMING,WY,"CARTER, JIMMY",DEM,62239,156343,0.3981
204,1980,WYOMING,WY,"CARTER, JIMMY",DEM,49427,176713,0.2797
306,1984,WYOMING,WY,"MONDALE, WALTER",DEM,53370,188968,0.2824
408,1988,WYOMING,WY,"DUKAKIS, MICHAEL",DEM,67113,176551,0.3801
510,1992,WYOMING,WY,"CLINTON, BILL",DEM,68160,199884,0.341
612,1996,WYOMING,WY,"CLINTON, BILL",DEM,77934,211571,0.3684
714,2000,WYOMING,WY,"GORE, AL",DEM,60481,213726,0.283
817,2004,WYOMING,WY,"KERRY, JOHN",DEM,70776,243861,0.2902
919,2008,WYOMING,WY,"OBAMA, BARACK H.",DEM,82868,254904,0.3251
1021,2012,WYOMING,WY,"OBAMA, BARACK H.",DEM,69286,250701,0.2764
1126,2016,WYOMING,WY,"CLINTON, HILLARY",DEM,55973,258788,0.2163
1227,2020,WYOMING,WY,"BIDEN, JOSEPH R. JR",DEM,73491,278503,0.2639
